Title,Short Intro,Category,Sub-Category,Course Type,Language,Rating,Number of viewers,Site,Skills,Instructors,Duration_Hours
Software Processes and Agile Practices,"This course delves into a variety of processes to structure software development. It also covers the foundations of core Agile practices, such as Extreme Programming and Scrum.",Computer Science,Design and Product,Course,English,4.7,5128.0,Coursera,"Lean Software Development,Agile Software Development,Software Development Process,Scrum (Software Development),",Kenny Wong,8.0
Interview Research and Preparation,"This course, the first in the ""Interviewing and Resume Writing in English"" specialization, guides you to discover the interests, talents and competencies that you can use to find and do work that leverages your strengths, passions and who you are as a person, so you can start doing work that matters to you and to the world. Whether you already have a career and are looking to move forward, whether you’re looking to change careers, whether you’re starting out in the world of work, whether you’re coming back into the world of work after some time away – this course will help you see your path more clearly and will teach you how to communicate your value to an employer in a way that he or she can immediately recognize.",Business,Business Essentials,Course,English,4.6,254.0,Coursera,Not specified,Charles Duquette,19.0
Operations and Patient Safety for Healthcare IT Staff,"Now that you've been introduced to the world of Health IT and the important role played by electronic health records (EHRs), we'll focus on other technologies that play a role in maintaining ongoing operations in healthcare. Telemedicine, patient portals, barcode scanners, printers, and medical devices are just some of the technologies that impact providers and patients. As an IT support specialist, you’ll be asked to troubleshoot issues with a wide variety of tools. You'll see a scenario with a medical device installation where issues related to IP addresses, networking, and MAC addresses come up.  ",Health,Patient Care,Course,English,4.8,130.0,Coursera,Not specified,"Ashwini S. Davison, M.D.",6.0
Speaking and Presenting: Conversation Starters,"This course will teach you how to build persuasive surprises into your presentations, the kind of surprises that will change how your audience sees a particular situation or proposal and then gets them talking—in a good way. It will also identify several techniques you can use to start (and maintain) your own conversations, whether with a big group, a small group, or even just one-one-one.",Personal Development,Personal Development,Course,English,4.7,20.0,Coursera,"listening,Communication,Networking,Clarity,Ingenuity,",Patrick Barry,9.0
FinTech Disruptive Innovation: Implications for Society,This course “FinTech Disruptive Innovation: Implications for Society” help you understand how disruptive innovations create opportunity in finance industry and its impact to society especially your career. You would be able to examine and analyse how FinTech innovations would affect companies that relates to FinTech services and how it might affect your career in finance.,Business,Finance,Course,English,4.8,78.0,Coursera,Not specified,Theodore Henry King CLARK,12.0
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems","In this anatomy course, part of the Anatomy Specialization, you’ll learn about the various digestive, endocrine, and reproductive organs, their functions, and pathways of nerves and blood vessels serving these organs. Clinical correlations and vignettes will be used to highlight the importance of these anatomical structures and their relationships. Images and videos from cadaveric and artistic materials will be used to illustrate these concepts.",Health,Basic Science,Course,English,4.8,533.0,Coursera,Not specified,Glenn M. Fox,11.0
Positioning: What you need for a successful Marketing Strategy,"Positioning is the heart of any Marketing Strategy, the core that you must get right. It does not matter whether you start with a clearly defined target group or with a differential value proposition: you will need end up with a clear segment or segments upon which we build our Marketing Plan.",Business,Marketing,Course,English,4.5,877.0,Coursera,"Market Segmentation,Marketing Process,Positioning (Marketing),Value Proposition,",Ignacio Gafo,11.0
Data Visualization with Tableau Project,"In this project-based course, you will follow your own interests to create a portfolio worthy single-frame viz or multi-frame data story that will be shared on Tableau Public. You will use all the skills taught in this Specialization to complete this project step-by-step, with guidance from your instructors along the way. You will first create a project proposal to identify your goals for the project, including the question you wish to answer or explore with data. You will then find data that will provide the information you are seeking. You will then import that data into Tableau and  prepare it for analysis. Next you will create a dashboard that will allow you to explore the data in depth and identify meaningful insights. You will then give structure to your data story by writing the story arc in narrative form. Finally, you will consult your design checklist to craft the final viz or data story in Tableau. This is your opportunity to show the world what you’re capable of - so think big, and have confidence in your skills!",Data Science,Data Analysis,Course,English,4.7,489.0,Coursera,"Data Analysis,Interactive Visualization,Tableau Software,Data Visualization (DataViz),","Suk S. Brar, M.B.A.",11.0
European Business Law: Understanding the Fundamentals,"The European Union is one of the world’s largest and most important economies. This six week course is the first in a series of three that will provide students with an insight into European Business Law. The series ranges from considering the basic structures and principles of the European Union to focusing on various specialized areas of law. Each course will give the students an understanding of the laws and policies that regulate the internal market of European Union, as well as relevant case law and useful inputs from leading practitioners in the field. ",Business,Business Essentials,Course,English,4.8,1228.0,Coursera,"Foreign Policy,Law,Legal Research,Business Law,",Hans Henrik Lidgard,13.0
"Positive Psychology: Character, Grit and Research Methods","Learners discover how apply to research methods to their study of Positive Psychology. In this course, we study with Dr. Angela Duckworth and Dr. Claire Robertson-Kraft. Through an exploration their work ""True Grit"" and interviews with researchers and practitioners, you develop a research hypothesis and learn how to understand the difference between internal and external validity. You also begin to understand and apply the strengths and weaknesses associated with different types of measurements and evaluation designs. You then interpret the results in an empirical study. Suggested prerequisites: Positive Psychology: Martin E. P. Seligman’s Visionary Science and Positive Psychology: Applications and Interventions.",Health,Psychology,Course,English,4.4,1080.0,Coursera,Not specified,"Claire Robertson-Kraft, Ph.D.",23.0
Career Success Project,"The purpose of the Capstone Project in the Career Success Specialization is for you to apply the methods and techniques you learned in the series of courses to a personal experience, giving you a way to communicate your value to potential employers. You’ll focus your communication, management, negotiation, problem solving, business writing, time management, finance, entrepreneurship, and project management skills into a single project that demonstrates your career readiness.",Business,Business Essentials,Course,Russian,4.7,298.0,Coursera,Not specified,"Patricia  Bravo, MBA, SPHR",3.0
Six Sigma Advanced Analyze Phase,"This course is for you if you are looking to dive deeper into Six Sigma or strengthen and expand your knowledge of the basic components of green belt level of Six Sigma and Lean. Six Sigma skills are widely sought by employers both nationally and internationally. These skills have been proven to help improve business processes and performance. This course will take you deeper into the principles and tools associated with the ""Analyze"" phase of the DMAIC structure of Six Sigma.",Business,Leadership and Management,Course,English,4.7,859.0,Coursera,Not specified,"Christina Scherrer, PhD",6.0
Questionnaire Design for Social Surveys,"This course will cover the basic elements of designing and evaluating questionnaires. We will review the process of responding to questions, challenges and options for asking questions about behavioral frequencies, practical techniques for evaluating questions, mode specific questionnaire characteristics, and review methods of standardized and conversational interviewing.",Health,Psychology,Course,English,4.5,420.0,Coursera,Not specified,"Frederick Conrad, Ph.D.",16.0
Introduction to Integrative Nursing,"This course is designed for nurses who are drawn to practice in a different way – nurses who value whole-person care and know that the essence of nursing practice is truly caring and healing. You will learn about the principles and practices of Integrative Nursing and how you can be a healing presence to all you serve. Then, you will do an integrative assessment and apply the principles of Integrative Nursing to improve symptom management and overall patient outcomes. Finally, you will explore ways to become a leader in Integrative Nursing and create new patient care models. ",Health,Patient Care,Course,English,4.7,60.0,Coursera,"integrative healthcare,wellbeing,patient-centered care,improved symptom management,evidence-based practice,",Mary Jo Kreitzer,15.0
Cloud Computing Law: Data Protection and Cybersecurity,"Vast amounts of personal information are processed in the cloud. But who is legally responsible for such ‘personal data’ in cloud environments? What duties do cloud providers like Amazon, Microsoft, and Google have? And what rights can you, as an individual, exercise under data protection law? If you’d like to find out, then this course is for you!",Social Sciences,Law,Course,English,5.0,22.0,Coursera,"Cybersecurity Regulation,Cloud Services,General Data Protection Regulation (GDPR),International Transfers of Personal Data,Cloud Computing,",Christopher Millard,16.0
 Advanced Topics in Derivative Pricing,"This course discusses topics in derivative pricing. The first module is designed to understand the Black-Scholes model and utilize it to derive Greeks, which measures the sensitivity of option value to variables such as underlying asset price, volatility, and time to maturity. Greeks are important in risk management and hedging and often used to measure portfolio value change. Then we will analyze risk management of derivatives portfolios from two perspectives—Greeks approach and scenario analysis. The second module reveals how option’s theoretical price links to real market price—by implied volatility. We will discuss pricing by volatility surface as well as explanations of volatility smile and skew, which are common in real markets. The third module involves topics in credit derivatives and structured products and focuses on Credit Debit Obligation (CDO), which played an important part in the past financial crisis starting from 2007. We will cover CDO’s definition, simple and synthetic versions of CDO, and CDO portfolios. The final module is the application of option pricing methodologies and takes natural gas and electricity related options as an example to introduce valuation methods such as dynamic programming in real options.",Business,Finance,Course,English,4.5,11.0,Coursera,"Implied Volatility,Synthetic Collateralised Debt Obligation (CDO),Replicating Strategy,Volatility Smile,Computer Programming,",Garud Iyengar,16.0
Molecular Evolution (Bioinformatics IV),"In the previous course in the Specialization, we learned how to compare genes, proteins, and genomes.  One way we can use these methods is in order to construct a ""Tree of Life"" showing how a large collection of related organisms have evolved over time.",Health,Health Informatics,Course,English,4.6,75.0,Coursera,Not specified,Pavel  Pevzner,18.0
Introduction to Mobile Development,"If you want to become a mobile developer, this course is a good place to start. You will learn about the day-to-day responsibilities of web and mobile developers and get a general understanding of the core and underlying technologies that power the internet.",Computer Science,Mobile and Web Development,Course,English,4.7,213.0,Coursera,"Web Development,React (Web Framework),HTML and CSS,Mobile Development,JavaScript,",Taught by Meta Staff,12.0
World Design for Video Games,"Start creating your world. A game world is not just a backdrop for your game—be it minimal or detailed, contained or part of a much bigger universe, it provides the context for your player. Ultimately, a game world should feel alive and wholly unique to any player who will experience it. ",Arts and Humanities,Music and Art,Course,English,4.4,761.0,Coursera,"Level Design,Art,Video Game Design,Game Design,",Théotime Vaillant,7.0
Physics 102 - Electric Potential and DC Circuits,"This course serves as an introduction to the physics of electricity and magnetism.  Upon completion, learners will have an understanding of how the forces between electric charges are described by fields, and how these fields are related to electrical circuits. They will gain experience in solving physics problems with tools such as graphical analysis, algebra, vector analysis, and calculus.  The course follows the typical progression of topics of a first-semester university physics course:  charges, electric forces, electric fields potential, magnetic fields, currents, magnetic moments, electromagnetic induction, and circuits.  Each module contains reading links to a free textbook, complete video lectures, conceptual quizzes, and a set of homework problems.  Once the modules are completed, the course ends with an exam.  This comprehensive course series is similar in detail and rigor to what is taught on-campus.  It will thoroughly prepare learners for their upcoming introductory physics courses, or more advanced courses in physics.",Physical Science and Engineering,Physics and Astronomy,Course,English,4.7,14.0,Coursera,"Electronic Circuits,Physics,Force Fields,Problem Solving,Electrical Engineering,",Jason Hafner,21.0
Why Smart Executives Fail: Common Mistakes & Warning Signs,"We don’t often talk about mistakes and failures, but there’s so much to learn from what goes wrong. In this course, Professor Sydney Finkelstein will teach you why leaders make mistakes, and what you can do to avoid making those same mistakes yourself. Using real-life examples of smart executives who failed, Professor Finkelstein will walk you through scenarios that prepare you to understand, manage, and even take advantage of the continuous change that is inevitable in organizations and in life.",Business,Leadership and Management,Course,English,4.9,133.0,Coursera,"Learning from Failure,Strategic Leadership,Change Management,Leadership Development,Learning,",Sydney Finkelstein,16.0
Taking Safety and Quality Improvement Work to the Next Level (Patient Safety VII),"In this culminating course in the Patient Safety and Quality Improvement Specialization, you will apply the skills you have acquired across the previous six courses to address a realistic patient safety issue confronting Mercy Grace, a 500-bed urban hospital that is part of a larger hospital system. Based on the scenario provided, you will assess the situation and work through the problem using a variety of tools and strategies.  You will have the opportunity to identify defects, root causes, and potential mitigation strategies; you will create a project implementation plan for addressing the issue in the form of an A3; you will identify risks of project failure and design a change management plan; you will identify means of converting the project from local to system-wide; and you will identify quality and safety measurements that will be used in evaluating the success of the project’s implementation.",Health,Patient Care,Course,English,4.5,59.0,Coursera,"Leadership,Patient Safety,Plan Implementation,Quality Improvement,",David Schwartz,8.0
Managing Change when Moving to Google Cloud,"Moving to the cloud creates numerous opportunities to start working in a new way and it empowers the workforce to better collaborate and innovate. But it’s also a big change. Sometimes the success of the change hinges not on the change itself, but on how it’s managed. This course will help people managers to understand some of the key challenges associated with cloud adoption, and provide them with a verified in-the-field framework that will assist them in supporting their teams on the change journey. By addressing the human factor of moving to the cloud, organizations increase their chances of realizing business objectives and investing in their future talent.",Information Technology,Cloud Computing,Course,English,4.6,155.0,Coursera,Not specified,Google Cloud Training,1.0
Implementación del Marketing Mix Proyecto Capstone,El proyecto capstone te ofrece la oportunidad de poner en práctica lo que has aprendido a lo largo de la especialización a través de una de estas opciones:,Business,Marketing,Course,Spanish,4.9,25.0,Coursera,Not specified,Ramon Diaz-Bernardo,20.0
Guitar for Beginners,"Grasp the essentials needed to begin playing acoustic or electric guitar. You'll learn an easy approach to get you playing quickly, through a combination of exploring the instrument, performance technique, and basic music theory.",Arts and Humanities,Music and Art,Course,English,4.8,2211.0,Coursera,"Tablature,Music notation,Guitar scales,Guitar chords,Guitar,",Thaddeus Hogarth,23.0
Algebra: Elementary to Advanced - Polynomials and Roots,"This course is the final course in a three part algebra sequence, In this course, students extend their knowledge of more advanced functions, and apply and model them using both algebraic and geometric techniques.  This course enables students to make logical deductions and arrive at reasonable conclusions.  Such skills are crucial in today's world.  Knowing how to analyze quantitative information for the purpose of making decisions, judgments, and predictions is essential for understanding many important social and political issues. Quantitative Skills and Reasoning provides students the skills needed for evaluating such quantitatively-based arguments.",Math and Logic,Math and Logic,Course,English,4.8,73.0,Coursera,Not specified,"Joseph W. Cutrone, PhD",9.0
Essential Google Cloud Infrastructure: Core Services,"This accelerated on-demand course introduces participants to the comprehensive and flexible infrastructure and platform services provided by Google Cloud with a focus on Compute Engine. Through a combination of video lectures, demos, and hands-on labs, participants explore and deploy solution elements, including infrastructure components such as networks, systems and applications services. This course also covers deploying practical solutions including customer-supplied encryption keys, security and access management, quotas and billing, and resource monitoring.",Information Technology,Cloud Computing,Course,English,4.7,11271.0,Coursera,"Debugging,Cloud Storage,Data Store,Google Cloud Platform,",Google Cloud Training,11.0
Differential Equations for Engineers,"This course is all about differential equations and covers both theory and applications. In the first five weeks, students will learn about ordinary differential equations, while the final week is an introduction to partial differential equations.",Math and Logic,Math and Logic,Course,English,4.9,1943.0,Coursera,Not specified,Jeffrey R. Chasnov,26.0
Natural Creativity,"Natural Creativity is about understanding and harnessing human creativity. In this course, you will investigate the latest theories of human creativity, its history and evolution, and how AI research is helping us understand it more fully. You will gain a deeper awareness of your creative processes and inspirations through these diverse perspectives. As you advance through the course, you will add to your creative toolkit by exploring different methods for design research and applying them to various business scenarios and frameworks. Then, in the course project, you will practice using the techniques and theories you learned to gain deep insights into how people are creative in your local context.",Computer Science,Design and Product,Course,English,4.6,14.0,Coursera,"Artificial Intelligence (AI),Innovation Strategies,Design Thinking,Theories of Creativity,Computational Creativity,",Jeongki Lim,12.0
Coaching Practices,"In order for coaching to be most effective, it’s important that there is strong culture of coaching and accountability which you will learn how to incorporate into your one-on-one meetings in this course. ",Business,Leadership and Management,Course,English,4.7,448.0,Coursera,Not specified,Kris Plachy,19.0
Digital Marketing Capstone,This four-week Capstone of the Digital Marketing Specialization is designed to help you apply the principles you have learned in the previous  courses.,Business,Marketing,Course,English,4.5,572.0,Coursera,"Digital Marketing,Marketing Analytics,Marketing Plan,Search Advertising,Marketing Performance Measurement And Management,",Aric Rindfleisch,13.0
Working with Data,"This course expands upon the knowledge you gained from the React Native course, and will prepare you to make more informed decisions about how you access, store, retrieve and present data within your React Native applications.",Computer Science,Mobile and Web Development,Course,English,4.8,16.0,Coursera,"React (Javascript Library),Data Management,Application development,REST APIs,",Taught by Meta Staff,20.0
The Growth Mindset,"Are you interested in expanding your career, and want to be a more creative and innovative employee who embraces problems and challenges, and thrives in those circumstances?",Business,Business Essentials,Course,English,4.8,472.0,Coursera,Not specified,Lisa Montanaro,10.0
"Surveillance Systems: Analysis, Dissemination, and Special Systems","In this course, we'll build on the previous lessons in this specialization to focus on some very specific skills related to public health surveillance. We'll learn how to get the most out of surveillance data analysis, focusing specifically on interpreting time trend data to detect temporal aberrations as well as person, place, and time in the context of surveillance data. We'll also explore strategies for the presentation of surveillance data and some of the complex legal elements that affect its use. We'll then turn our attention to surveillance of non-communicable chronic diseases and how the data can be used to support prevention efforts. Finally, we'll explore special surveillance systems, such as syndromic surveillance, antimicrobial resistance, and event-related surveillance. This course is designed for public health practitioners with a focus on those working on health surveillance in municipal, regional, state, provincial, or even national public health agencies. We really think that this course will help those with an interest in health surveillance to see which approaches are used in actual practice of public health.",Health,Public Health,Course,English,4.7,334.0,Coursera,"Data Collection,Data Analysis,Epidemiology,Disease Surveillance,","Stefan Baral, MD, MPH, MBA, FRCPC",6.0
Introduction to R Programming for Data Science,"When working in the data science field you will definitely become acquainted with the R language and the role it plays in data analysis. This course introduces you to the basics of the R language such as data types, techniques for manipulation, and how to implement fundamental programming tasks. ",Data Science,Data Analysis,Course,English,4.5,286.0,Coursera,"Data Science,R Programming,",Yan Luo,10.0
Creating Toolpaths for a CNC Lathe,"CNC machines come in an almost endless array of configurations for various applications. So far, we have only talked about CNC Mills. More specifically vertical milling centers. In this course we turn our attention to the CNC Lathe. We identify the difference in a lathe’s coordinate system, tools, and how to create lathe specific toolpaths.",Physical Science and Engineering,Mechanical Engineering,Course,English,4.8,135.0,Coursera,"Manufacturing Process Management,Manufacturing process,Computer-Aided Manufacturing,Autodesk Fusion 360,Mechanical Engineering,",Autodesk,18.0
Retail Digital Supply Chain,"In this course, you will focus on understanding the main challenges and opportunities that the Retailer’s supply chains are seeing today. You will start by revisiting the supply chain fundamentals, concentrating on the impact that the digital transformation is having on these fundamentals. You'll then learn how meaningful retail analytics can generate value for retailers and their supply chains. By the end of this course, you will be able to identify what traditional retailers are doing to successfully navigate the digital transformation.",Business,Business Strategy,Course,English,4.6,71.0,Coursera,Not specified,Santiago Gallino,7.0
Foundations of Public Health Practice: The Public Health Approach,"The Public Health Approach course is the first instalment of the wider Foundations of Public Health Practice specialisation from Imperial College London's Global Master of Public Health (MPH). The scope and content of this course has been developed from the ground up by a combined team of academics and practitioners drawing on decades of real-world public health experience as well as deep academic knowledge. Through short video lectures, practitioner interviews and a wide range of interactive activities, learners will be immersed in the world of public health practice.",Health,Public Health,Course,English,4.8,346.0,Coursera,Not specified,Dr Richard J Pinder,12.0
Country Level Economics: Macroeconomic Variables and Markets,"This course discusses   how macroeconomic variables affect individuals’ personal, professional, and public activities and lays the foundation for the analysis of the mechanisms that drive macroeconomic variables. It starts by introducing the key macroeconomic variables and explaining how they are defined and measured to interpret macroeconomic data properly.",Business,Finance,Course,English,4.4,902.0,Coursera,"Economics,Interest Rate,Supply Chain,Market (Economics),",Hadi Salehi Esfahani,17.0
Introduction to Biology: Ecology,"Ecology is all about connections. In this course, we’ll see how interdependent every living thing is and how people are impacting the natural world. Like all sciences, ecology isn’t just a list of known facts– it’s also a process. I love telling stories, and I’ve included many stories about how we’ve come to know what we know about ecology through observations and experiments.",Physical Science and Engineering,Environmental Science and Sustainability,Course,English,4.8,22.0,Coursera,Not specified,Scott Solomon,19.0
Healthcare Marketplace Capstone,"In the Healthcare Marketplace specialization capstone course, key skills are engendered from the four prior courses to create an original medical innovation valuation.  ",Business,Finance,Course,English,4.6,42.0,Coursera,Not specified,Stephen T Parente,9.0
Object Oriented Programming in Java,"Welcome to our course on Object Oriented Programming in Java using data visualization. People come to this course with many different goals -- and we are really excited to work with all of you! Some of you want to be professional software developers, others want to improve your programming skills to implement that cool personal project that you’ve been thinking about, while others of you might not yet know why you’re here and are trying to figure out what this course is all about.",Computer Science,Software Development,Course,English,4.7,5589.0,Coursera,"Logic Programming,Java Programming,Object-Oriented Programming (OOP),Sorting Algorithm,",Mia Minnes,39.0
Wharton Business Foundations Capstone,Wharton's Applied Knowledge Capstone Project enables you to apply your analytic skills to real business challenges – including your own. You’ll use your newly earned business skills to thoughtfully evaluate a real situation or opportunity from Wharton-governed companies like Shazam and SnapDeal.,Business,Business Essentials,Course,English,4.6,329.0,Coursera,"Financial Accounting,Accounting,Finance,Marketing,",Christian Terwiesch,11.0
Major and Principal Gifts,"This course will provide a comprehensive view of major and principal gift development work for students who seek to build upon their experiences gained in the introductory session. Participants will gain an understanding of the philosophy and strategies implemented in major gift development including prospect identification, how to initially engage a potential major gift donor, the process of cultivation and moves management, effective proposal writing, making a successful ask and on-going donor stewardship. Students will practice fundamental major gift development skills by developing their own prospect strategy, producing essential documents to support the process, and engaging in role playing activity to simulate interaction with prospects and donors.",Business,Business Strategy,Course,English,4.5,19.0,Coursera,Not specified,Jason Wohlman,14.0
Six Sigma and the Organization (Advanced),"This course is for you if you are looking to dive deeper into Six Sigma or strengthen and expand your knowledge of the basic components of green belt level of Six Sigma and Lean. Six Sigma skills are widely sought by employers both nationally and internationally. These skills have been proven to help improve business processes and performance. This course will introduce you to the purpose of Six Sigma and its value to an organization. You will learn about the basic principles of Six Sigma and Lean. Your instructors will introduce you to, and have you apply, some of the tools and metrics that are critical components of Six Sigma. This course will provide you with the basic knowledge of the principles, roles, and responsibilities of Six Sigma and Lean. ",Business,Leadership and Management,Course,English,4.7,3154.0,Coursera,"Lean Six Sigma,Process Improvement,Process Capability,Six Sigma,","David Cook, PhD",16.0
Annual Campaigns: Building a Case for Support,"In this comprehensive overview of annual giving programs, you’ll gain an introduction to the basic terminology and concepts of annual giving as well as the various solicitation channels and donor types. Learn how to write a direct mail appeal, craft an impactful email appeal, and develop a script for phone solicitation. You’ll learn how to build a leadership annual giving portfolio and maximize the impact of memberships and events in annual campaigns. You’ll complete the course with the knowledge and skills to build and implement a multi-channel solicitation strategy that achieves the goals of an annual campaign.",Business,Business Strategy,Course,English,4.2,38.0,Coursera,Not specified,Michelle Poesy,16.0
Marketing: Customer Needs and Wants,Understanding who your customers are and what they need and want is at the heart of successful marketing strategies. In this course you will explore how to identify and classify customers and the different methods that marketing professionals use to shed light on how they make purchase decisions.,Business,Business Strategy,Course,English,4.4,430.0,Coursera,Not specified,Mario Capizzani,10.0
Finance of Mergers and Acquisitions: Designing an M&A Deal,"This course focuses on the theory and practice of mergers and acquisitions (M&A), with a focus on the Finance. The Finance of M&A uses tools from different areas of Finance to help managers and investment bankers design successful M&A deals. In particular, we will learn to value and price M&A deals and how to choose the optimal financing mix for an M&A deal. The course focuses on all the major types of M&A deals including strategic M&A, private equity leveraged buyouts (LBOs), and restructuring deals such spinoffs and asset transfers. ",Business,Finance,Course,English,4.5,13.0,Coursera,Not specified,Heitor Almeida,20.0
International B2B (Business to Business) Marketing,"This course offers a unique perspective into the differentiating aspects of business to business (B2B) marketing that can be contrasted to traditional business to consumer (B2C) marketing that is the subject of most other marketing curricula. Moreover, as one of the courses in the Specialization: International Marketing & Cross Industry Growth, here too there is an emphasis on how companies can expand by cross-country and cross-industry innovation.  ",Business,Marketing,Course,English,4.6,515.0,Coursera,"Business Marketing,Marketing,Marketing Strategy,",Dae Ryun Chang,9.0
Federal Taxation II: Property Transactions of Business Owners and Shareholders,"This course examines the U.S. federal tax system as it relates to property transactions of business owners and shareholders. Topics include cost recovery, such as depreciation, amortization, and depletion; calculation of realized versus recognized gains and losses; evaluation of the potential tax effects of nontaxable exchanges; and the combining, or netting, gains and losses that are different in nature. Assignments facilitate self-discovery of knowledge and development of a variety of professional skills.",Business,Business Essentials,Course,English,4.9,164.0,Coursera,Not specified,Matthew Hutchens,31.0
Genomic Data Science and Clustering (Bioinformatics V),"How do we infer which genes orchestrate various processes in the cell?  How did humans migrate out of Africa and spread around the world? In this class, we will see that these two seemingly different questions can be addressed using similar algorithmic and machine learning techniques arising from the general problem of dividing data points into distinct clusters.",Health,Health Informatics,Course,English,4.2,88.0,Coursera,Not specified,Pavel  Pevzner,9.0
Songwriting: Writing the Music,"If your notebook is full of unused lyrics and you’re struggling to find inspiration for the music, this course is for you. Whether you are an experienced songwriter looking for new ideas or a beginning songwriter learning to read music, this course will lead you to a rich source of songwriting possibilities. ",Arts and Humanities,Music and Art,Course,English,4.9,32.0,Coursera,"Melodic Hooks,Melody,Music,Harmony,Songwriting,",Scarlet Keys,12.0
Supply Chain Operations,"Have you ever wondered how products and services are created exactly the same thousands of times over? And how companies are able to smooth out operations to manufacture efficiently, effectively, and without any waste? How is such precision possible? The answer lies at the heart of operations. In the Supply Chain Operations course, we introduce and apply essential process improvement tools to achieve perfection. After completing this course, you will be able to apply the Six Sigma methodology for process improvement. You will demonstrate that you understand the basic tenets of the Lean philosophy that enables manufacturers to eliminate waste and make processes more efficient.  Finally, you will be able to apply the tools that you just gained to improve a process of your own. This is an introductory course designed to provide you with a start on your learning journey in operations. You do not need to have any background in operations, but it would be beneficial if you had a basic understanding of business concepts, a working knowledge of spreadsheets, and ideally have mastered the Supply Chain Logistics course. Join me and we will learn together about operations!",Business,Business Strategy,Course,English,4.8,3779.0,Coursera,"Lean Six Sigma,Supply Chain,Six Sigma,","Rudolf Leuschner, Ph.D.",11.0
Six Sigma Advanced Improve and Control Phases,"This course is for you if you are looking to dive deeper into Six Sigma or strengthen and expand your knowledge of the basic components of green belt level of Six Sigma and Lean. Six Sigma skills are widely sought by employers both nationally and internationally. These skills have been proven to help improve business processes and performance. This course will take you deeper into the principles and tools associated with the ""Improve"" and ""Control"" phases of the DMAIC structure of Six Sigma.",Business,Leadership and Management,Course,English,4.8,581.0,Coursera,Not specified,"David Cook, PhD",9.0
Architecting with Google Kubernetes Engine: Workloads,"In this course, ""Architecting with Google Kubernetes Engine: Workloads,"" you learn about performing Kubernetes operations; creating and managing deployments; the tools of GKE networking; and how to give your Kubernetes workloads persistent storage.",Computer Science,Software Development,Course,English,4.7,1203.0,Coursera,Not specified,Google Cloud Training,15.0
Data Science as a Field,"This course provides a general introduction to the field of Data Science. It has been designed for aspiring data scientists, content experts who work with data scientists, or anyone interested in learning about what Data Science is and what it’s used for. Weekly topics include an overview of the skills needed to be a data scientist; the process and pitfalls involved in data science; and the practice of data science in the professional and academic world. This course is part of CU Boulder’s Master’s of Science in Data Science and was collaboratively designed by both academics and industry professionals to provide learners with an insider’s perspective on this exciting, evolving, and increasingly vital discipline.",Data Science,Data Analysis,Course,English,4.3,21.0,Coursera,"Data Science,Applied Mathematics,Information Science,Statistics,Computer Science,",Jane Wall,10.0
Network Analysis in Systems Biology,"An introduction to data integration and statistical methods used in contemporary Systems Biology, Bioinformatics and Systems Pharmacology research. The course covers methods to process raw data from genome-wide mRNA expression studies (microarrays and RNA-seq) including data normalization, differential expression, clustering, enrichment analysis and network construction. The course contains practical tutorials for using tools and setting up pipelines, but it also covers the mathematics behind the methods applied within the tools. The course is mostly appropriate for beginning graduate students and advanced undergraduates majoring in fields such as biology, math, physics, chemistry, computer science, biomedical and electrical engineering. The course should be useful for researchers who encounter large datasets in their own research. The course presents software tools developed by the Ma’ayan Laboratory (http://labs.icahn.mssm.edu/maayanlab/) from the Icahn School of Medicine at Mount Sinai, but also other freely available data analysis and visualization tools. The ultimate aim of the course is to enable participants to utilize the methods presented in this course for analyzing their own data for their own projects. For those participants that do not work in the field, the course introduces the current research challenges faced in the field of computational systems biology.",Health,Basic Science,Course,English,4.5,189.0,Coursera,Not specified,"Avi Ma’ayan, PhD",30.0
Advanced Interviewing Techniques,"People interviewing for jobs today often fail because they are using yesterday's strategies. Recruiting technology has become more sophisticated, and the best employers are constantly changing the way interviews are done. This course gives you detailed strategies for handling tough competency-based, or behavioral,  interviews so that you can communicate the knowledge, skills, and abilities that you have and that employers demand.",Language Learning,Learning English,Course,English,4.7,140.0,Coursera,Not specified,Charles Duquette,21.0
IoT Networking,"This course builds on the first two courses in this series: IoT Devices and IoT Communications. Here you will begin to learn enterprise IoT. Enterprise networks, from first-hop access to backend IoT services are critical because they allow your IoT devices to reach the Internet and achieve their true intelligence. IoT places extreme demands on first-hop access - ultra-dense deployments challenge spectrum allocation, the need to provide strong segmentation yet let devices reach into IoT services such as gateways and databases. During this week you will begin to learn about these challenges, and the underlying protocols and technologies of wired networks that can help you to address them.",Computer Science,Computer Security and Networks,Course,English,4.9,10.0,Coursera,"Internet,Internet Of Things (IOT),Wireless,Front And Back Ends,",Matthew Caesar,20.0
Agile Planning for Software Products,This course covers the techniques required to break down and map requirements into plans that will ultimately drive software production.,Computer Science,Software Development,Course,English,4.8,1971.0,Coursera,"Software Development,Agile Management,Program Evaluation And Review Technique (PERT),Agile Software Development,",Kenny Wong,12.0
